,Company Name,Salary,tags,Job Roles
524,Scoop Technologies (India),1300000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
525,ThiDiff Technologies,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
526,Enparadigm Performance Solutions,984000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
527,Globex Digital Solutions,1400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
528,MMAD Apps,120000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
529,Codewave,156000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
530,Codebrahma,1032000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
531,Tech Active,396000,"['IOS', 'Developer', 'Contractor', 'Bangalore', 'Contractor', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
532,Tech Active,228000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
533,KVC CONSULTANTS,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
534,Wisdomleaf Technologies,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
535,Perk,1100000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
536,Boston Technology Corporation,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
537,WebMobi,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
538,Henote Technologies,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
539,Nexplace Info,564000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
540,Shaw Academy,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
541,Synup,700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
542,Money View,1300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
543,Pixis,192000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
544,Quizizz,2800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
545,Bang the Table,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
546,DigiCollect,240000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
547,Mindera,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
548,Bytemark,768000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
549,BigApp,264000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
550,Tata Consultancy Services,600000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
551,Tata Consultancy Services,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
552,Wipro,600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
553,Amazon,672000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
554,Amazon,2800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
555,HCL Technologies,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
556,IBM,1600000,"['Backend', 'Developer', '-', 'Contractor', 'Bangalore', 'Contractor', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
557,Deloitte,900000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
558,BYJU'S,168000,"['Backend', 'Developer', 'Contractor', 'Bangalore', 'Contractor', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
559,Cisco Systems,1600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
560,Reliance Industries,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
561,Wipro Technologies,360000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
562,Freelancer,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
563,Freelancer,480000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
564,Tata Consultancy Services (North America),400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
565,DONE by NONE,348000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
566,Goldman Sachs,1700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
567,Samsung R&D Institute India - Bangalore,1600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
568,Nones,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
569,Paytm,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
570,Paytm,240000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
571,Adobe,1700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
572,Hewlett Packard Enterprise | HPE,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
573,ITC Infotech,1200000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
574,EMPLOYERS,600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
575,VMware,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
576,Swiggy,1900000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
577,Optum,228000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
578,Ola,2200000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
579,Other,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
580,Vedantu,2600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
581,[24]7.ai,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
582,TEKsystems,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
583,Aditya Birla Group,400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
584,XYZ (Turkey),1200000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
585,IDFC First Bank,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
586,SelfEmployed.com,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
587,Altimetrik,700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
588,Infinite Computer Solutions,400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
589,Practo Technologies,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
590,ServiceNow,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
591,Home Credit India,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
592,Nutanix,100000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
593,Xebia,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
594,NoBroker,600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
595,QA InfoTech,96000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
596,Tally Solutions,700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
597,Bookmyshow,1500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
598,Accion Labs,400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
599,HealthifyMe,228000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
600,Treebo Hotels,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
601,Dunzo,576000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
602,MountBlue Technologies,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
603,Trell,1300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
604,ZestMoney,1500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
605,Slide Inc,3800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
606,Student,372000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
607,Newfold Digital,1400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
608,Paytm Money,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
609,Web-Designer,300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
610,The Others,500000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
611,Impact Analytics,900000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
612,ASDA,200000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
613,Grab,2400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
614,Karan,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
615,mfine,1700000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
616,RWS Group,600000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
617,HungerBox,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
618,Neustar,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
619,OLX People,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
620,smallcase,1300000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
621,Pratilipi,1000000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
622,MoneyTap,200000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
623,RLabs Enterprise Services,408000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
624,Avail Finance,2100000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
625,Digité,228000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
626,Halodoc,800000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
627,Joveo,1400000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
628,Cyware,1100000,"['Backend', 'Developer', 'Bangalore', 'Full', 'Time', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
629,CRED,696000,"['Backend', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Backend', 'Backend', 'Server', 'Backend Developer', 'Node.js', 'Django', 'Flask', 'Express']",['Backend']
630,Softech ERP Solutions,126000,"['PHP', 'development,', 'Full', 'Stack', 'Web', 'Developer/Web', 'Designer', '-', 'Intern', 'Kolkata', 'Intern', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
631,Tata Consultancy Services,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
632,Indegene,100000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
633,First Student,100000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
634,Fresher,240000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
635,Cognizant Technology Solutions,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
636,Infosys,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
637,IBM,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
638,Wipro,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
639,Thomson Reuters,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
640,Accenture,400000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
641,Amazon,100000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
642,Lenovo,500000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
643,Web Developers India,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
644,HappLabs,1152000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
645,Tatneft,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
646,Giridhara Software Services,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
647,Freelancer,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
648,Google,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
649,[24]7.ai,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
650,Armentum,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
651,Tech Mahindra,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
652,Innohub Technologies,192000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
653,Adjetter,180000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
654,ITC Infotech,400000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
655,Inpetro Technologies,192000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
656,Fresher,300000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
657,Webhelp,96000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
658,Oracle,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
659,Octact Solutions,120000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
660,Mindtree,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
661,Kuliza Technology,700000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
662,Web Development India,200000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
663,Mphasis,500000,"['Web', 'Developer', 'Bangalore', 'Full', 'Time', 'Web', 'Web', 'Web Developer', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular']",['Web']
